Short Name,Full Name,Year,Term,Faculty,Course Types,Credits,Instructors,TAs,Assessment count,Session count,Course outcomes: all,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHARM 327 (Winter 2016 LEC B1 B2 SEM J1),PHARM 327 Wi16 - NUTRITION Combined LEC SEM Wi16,2016,Winter,Cross Listed Courses,"Pharmaceutical Sciences,, Therapeutics,",,Hoon Sunwoo,,2,26,"By the end of this course, students will be able to know and understand nutritional terminology, what a healthy diet is, macro/micro nutrient requirements, and the role of nutrients in health and disease states (obesity, diabetes, cardiovascular, osteoporosis, gut diseases, cancer, autoimmune-inflammatory diseases, and metabolic syndrome).","By the time students finish the course, they should be able to explain their learning and knowledge in the area of nutrition to others. This will be tested by multiple choices and short-answer exam questions.","By the end of this course, students will be able to develop an appreciation of the fundamental importance of nutrition.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHARM 497 (LEC B1 Wi16),PHARM 497 ENDOCRINE (LEC B1 Wi16),2016,Winter,Faculty of Pharmacy and Pharmaceutical Sciences,,,Candace Necyk,,5,21,Identify the main anatomy components of the endocrine system.,"Describe the physiological effects of the following: adrenal, thyroid, parathyroid, neurohypophyseal and pancreatic hormones.","Describe the epidemiology, etiology, and risk factors of endocrine disorders.","Describe the pathophysiology of endocrine disorders, including clinical presentation, symptomatology, and long-term health consequences.",Recognize the main structural features of drugs used to manage endocrine disorders.,Explain the pharmacologic effects of drugs used in the management of endocrine disorders.,Describe pharmacokinetic and pharmacodynamic principles to the treatment of endocrine disorders.,Describe actions and adverse effects of common natural health products used for management of endocrine disorders.,Describe the specific laboratory tests used in the diagnosis and monitoring of endocrine disorders.,"Describe the therapeutic approach incorporating non-pharmacologic and pharmacologic treatments to the prevention, treatment and management of endocrine disorders, including use of specific target drugs for condition as well as alternative therapies (dose, route of administration, length of therapy, monitoring parameters).","Recognize and understand the appropriate acute management strategies for patients with diabetes, including travel, exercise and acute illness.",Describe the toxicity of medications used in the management of endocrine disorders.,Identify ethical and cultural issues surrounding endocrine disorders.,Identify the role and the responsibility of the pharmacist within the course of the disease state and its therapy.,Identify applicable health system resources.,"Apply concepts and knowledge of medicinal chemistry, pharmacology, and therapeutic principles for pharmacologic management of endocrine disorders.",Identify actual and potential drug-related problems associated with pharmacologic management of endocrine disorders.,"Develop a patient care plan related to the care of patients with endocrine disorders, including appropriate monitoring and documentation.",Identify and resolve clinically significant drug interactions.,"Select appropriate treatment for special groups (e.g., pediatrics, geriatrics, pregnant or lactating women).",Identify when to inform physicians and caregivers if there are danger signs apparent in the assessment.,Identify and retrieve appropriate sources of information needed to resolve drug related problems.,Use the principles of evidence-based medicine to critically evaluate the validity and applicability of information from various literature resources.,"Develop a caring, empathic attitude for patients experiencing of the conditions of primary focus.",Develop an appreciation of the interdisciplinary nature of patient care.,Accept responsibility for keeping abreast of emerging technologies and drugs.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHARM 361 (Fall 2017 LAB D1 D2 D3 LEC A1 SEM E1),PHARM 361 Fa17 - PHARMACEUTICS 2 Combined LAB LEC SEM Fa17,2017,Fall,Cross Listed Courses,"Pharmaceutical Sciences,, BSc in Pharmacy, 2nd year",3,Afsaneh Lavasanifar,,4,46,Explain how Health Canada Guidelines (GMP and GLP) are related to the pharmacistâ€™s role in compounding.,"Gain and apply knowledge on the formulation needs and process involved for the manufacturing of solid dosage forms, controlled release products, transdermal delivery systems and aerosols in pharmaceutical industry",Apply knowledge of sterility requirements,Explain how to maintain a clean work environment,Explain importance of quality of ingredients including bioburden,Identify risks of cross contamination in a laminar flow work bench,Explain importance of monitoring programs and training of personnel,Apply appropriate parenteral technique in clinical situations.,"Develop skills and techniques that are important for the handling of drugs, excipients and pharmaceutical equipment and instruments.",Apply modern pharmacopeia standards and methods to assess the quality of dosage forms,Evaluate and interpret literature with respect to existing and new dosage forms as related to Pharmaceutics and Compounding procedures. ,Demonstrate appropriate documentation practices in compounding.,Perform compounding and packaging of drug products in small quantities according to legal and professional standards,Evaluate the stability and the shelf life of drugs under different storage conditions,Conduct quality control of the final product,Identify and locate sources of information needed to solve a problem related to Pharmaceutics,Critically evaluate the appropriateness and reliability of information from literature resources related to Pharmaceutics.,Synthesize information gained from various literature resources to solve problems or make recommendations related to Pharmaceutics,"Interpret official compendia standards and specifications for pharmaceutical preparations including USP standards, International pharmacopoeias, and Professional standards.",Perform aseptic compounding techniques,Evaluate various sterilization methods,Develop standard operation procedures,Apply knowledge of a quality assurance program for sterile compounding,Evaluate risk levels,Set up an aseptic work environment and maintain the quality of the work environment,Be aware of recent trends in development of new drug delivery systems,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHARM 322 (LEC A1 Fa17),PHARM 322 ROLE PHARM CDN HLTH CARE (LEC A1 Fa17),2017,Fall,Faculty of Pharmacy and Pharmaceutical Sciences,BSc in Pharmacy,2,Chowdhury Farhana Faruquee,,4,38,Demonstrate an awareness of the evolving practice environment of pharmacy.,Demonstrate an understanding of the concept of professionalism ,Understand the pharmacy regulatory bodies in Canada ,"Identify basic concepts, principles, and components of health care delivery and the health care system in Canada and the province of Alberta. ",Summarize the patient care process and how it relates to the pharmacistâ€™s role in the health care system. ,Understand the interprofessional learning pathway and roles of students in other health professions ,Understand the role of Complementary and Alternative Medicine providers in the health care system and how pharmacists can collaborate with them to optimize patient care and safety.,Discuss the payment model within the realm of pharmacy ,Demonstrate an understanding of the concepts and principles of Health and Health Promotion.,Describe the role of health behaviour theory in pharmacy practice. ,"Describe, compare and contrast the impact of the social determinants of health",Describe the historical development of pharmacy through trends that have led to the current practice philosophy.,Describe the role of theory in health care,Discuss the responsibilities pharmacists have with respect to their role in a health care team.,Apply introductory knowledge of the health care system for solving problems in practice.,Apply the patient care process to solve problems,Demonstrate appropriate writing skills at post-secondary level.,Apply theories of patient behaviours to identify methods of intervention for treatment outcomes.,Analyse your own personal health beliefs and how they impact your clinical decision making process.,Integrate knowledge from various sources/activities with respect to pharmacy practice.,Appreciate the pharmacist as a member of the health care team ,"Accept that a patient's perspective of health and health behaviour may be different than your own, and may impact (positively or negatively) treatment strategies.","Demonstrate a professional image and positive attitude through behaviour, language, personal presentation and interaction with others.","Appreciate and show respect for the shared and unique roles of the professions, as well as Complementary and Alternative Medicine providers.","*I do not explicitly evaluate attitudes, but have included them for your information. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHARM 523 (Fall 2017 LEC 800 801),PHARM 523 Fa17 - ADVANCED PHARMACOTHERAPY PT 1 Combined LEC Fa17,2017,Fall,Cross Listed Courses,Doctor of Pharmacy (PharmD) for Practicing Pharmacists (part-time),3,Sarah Woodworth-Giroux,,5,8,"Describe the epidemiology, etiology, pathophysiology, and clinical presentation of the disease states covered in the course, including: hypertension, cardiovascular risk reduction (dyslipidemia, obesity), heart failure, venous thromboembolism, diabetes, infectious diseases (pneumonia), and selected oncology-related complications (febrile neutropenia, chemotherapy-induced nausea and vomiting).",Demonstrate an understanding of key concepts in pharmacokinetics and therapeutic drug monitoring and apply pharmacokinetic principles to resolve drug therapy problems and optimize pharmacotherapy outcomes.,"Apply acquired pharmacotherapy knowledge to be able to confidently and competently manage drug therapy (including monitoring and followÂ_-up) for patients with the common disease states covered in the course and those beyond, even if complex interplay exists between disease states.   ","Demonstrate pharmacotherapy knowledge, critical thinking, and the use of a therapeutic thought process (patient care process) in prioritizing and resolving patients' drug therapy problems, making appropriate recommendations related to ambiguous medication-related issues, including those where evidence is limited or contradictory.  ","Develop and defend a detailed pharmacy care plan (with supporting rationale) to resolve and/or prevent drug therapy problems, applying principles of evidenceÂ_-based medicine.","Demonstrate the ability to research, critically appraise, and apply primary literature and clinical practice guidelines when managing medication therapy in patients with a variety of disease states, consistently and efficiently integrating new knowledge into your therapeutic schema.  ","Effectively apply pharmacotherapy knowledge to patients with complex care issues and/or those of a sensitive nature that present challenges in communication, in a variety of settings. ","Demonstrate the self-Â_directed learning, selfÂ_ assessment, and peerÂ_ assessment skills required for continuous professional development and precepting students.  ","Develop effective communication, collaboration, and leadership skills gained through teamwork.",Demonstrate professional attitude and behaviour consistently and work collaboratively with other team members to optimize patientsâ€™ pharmacotherapy outcomes.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHARM 334 (Winter 2017 LEC B1 SEM J1 J2),PHARM 334 Wi17 - HLTH PROF COMM PART 2 Combined LEC SEM Wi17,2017,Winter,Cross Listed Courses,"Pharmacy Practice,, Behavioural, Social and Administrative Sciences, BSc in Pharmacy, 1st year",1,Lisa Guirguis,,4,20,Apply communication techniques for monitoring medications ,Explain the importance of stress management in professional life,"Compare and contrast concordance, compliance, and adherence frameworks ",Identify supportive communication techniques to assess patients medication to assess med taking behaviours and detect barriers,Compare and contrast intentional and unintentional medication taking behaviours ,Describe the elements of a medication history,Differentiate strategies to communicate with patients with vision and hearing loss. ,Identify communication challenges associated with providing care to a patient whose first language is not English. ,Outline effective patient education skills,Describe the appropriate process for working with an interpreter in a healthcare setting. ,Define shared decision making and differentiate it from other decision making models.,Identify several strategies for effectively communicating risk,Select and integrate communication techniques to effectively communicate with other healthcare professionals.,Explain a process to manage emotional consults,Identify core principles and key skills of motivational interviewing,"Engage in respectful, empathetic, compassionate, non-judgmental, culturally safe, tactful conversations with patients and health team members.",Engage in effective partnerships with their patients to support positive behaviour changes,"Demonstrate appropriate techniques for dealing with anger, conflict, and lack of trust ","Communicate effectively with people with vision, hearing loss or who are using a translator",Apply the Three Talk model to make a shared decisions,Select and integrate communication techniques to effectively communicate risk to patients,Establish organization and flow while taking a full medication history,"Listen, actively solicit and respond appropriately to ideas, opinions and feedback from others.", Practice self-care activities to manage stress in professional life, Detect and address barriers to patients medication taking behaviors using supportive probing techniques ," Provide timely, clear responses that are tailored to the context and audience.",Reflect on communication skills,Accept responsibility for communicating professionally through both student and professional career ,Advocate for pharmacists role in monitoring medication therapy at the medication refill,Foster curiosity to understand and appreciate patients unique life experience,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHARM 504 (LEC A1 Fa17),"PHARM 504 FRAMEWORK TEAMS, COLLAB, EDUC (LEC A1 Fa17)",2017,Fall,Faculty of Pharmacy and Pharmaceutical Sciences,Doctor of Pharmacy (PharmD) for Practicing Pharmacists (full-time),3,Terri Schindel,,4,13,Relate core beliefs about teaching and learning to educational experiences.,"Discuss, contrast, and apply theories of learning including:  behavioural, cognitive, humanist, social cognitive, constructivist, and critical frameworks.",Discuss the role of feedback  related to preceptorship of pharmacy students.,"Design, deliver, and evaluate education plans using theoretical frameworks ",Examine the application of learning styles in the education of professionals. ,Apply theoretical frameworks for collaboration and  groups. ,"Explore current issues on collaboration: teamwork, leadership, communication. ",Present information and views effectively in written and oral presentation formats.,Apply reflective and critical thinking skills. ,Facilitate student and professional learning.,Demonstrate respect for diversity of views and experiences. ,Demonstrate appreciation for self-directed and life-long learning.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHARM 357 (Fall 2017 LEC A1 SEM E1 E2),PHARM 357 Fa17 - GASTROINTESTINAL Combined LEC SEM Fa17,2017,Fall,Cross Listed Courses,"Therapeutics,",2,Terri Schindel,,4,25,"Describe the therapeutic approach incorporating non-pharmacologic and pharmacologic treatments to the conditions of primary focus, including use of specific target drugs for condition as well as complementary and alternative therapies",Describe the societal and economic impact of the conditions of primary focus.,Explain the anatomy of the gastrointestinal tract; describe the functions of the gastrointestinal tract.  ,Explain the anatomy of the liver; describe the functions of the liver . ,"Describe the epidemiology, etiology, and risk factors of the conditions of primary focus.","Describe the pathophysiology of the conditions of primary focus including clinical presentations, symptomatology, and complications. ",Apply pharmacokinetic and pharmacodynamic principles to the treatment of the conditions of primary focus,Discuss drugs that can be toxic to the liver,"Describe the mechanisms, efficacy, side effect profiles and role of each of the following drugs or drug classes: i. Antidiarrheals ii. Laxatives iii. Antinauseants iv. Antiemetics v. Antacids vi. Anti-gas vii. Antispasmodics viii. Drugs Stimulating Gastrointestinal Motility (Prokinetic Agents) ix. Proton-Pump Inhibitors x. H2 receptor antagonists xi. Mucosal protective agents Sucralfate, Prostaglandin analogs (ie misoprostil), Colloidal Bismuth Compounds xii. Antibiotics used for PUD xiii. Aminosalicylates xiv. Corticosteroids used in IBD xv. Immunosuppressants used in IBD (including azathioprine, 6-mercaptopurine, cyclosporine, methotrexate) xvi. Tumour necrosis factor â€“ alpha antagonists (infliximab, adalimumab, certolizumab, golimumab) xvii. Pharmacotherapy for complications of cirrhosis (ie diuretics, spironolactone, beta-blockers, octreotide, lactulose, and metronidazole)","Describe the treatment options for oral health such as canker sores, dry mouth, and mouth care.",Discuss the types of ostomy supplies used by patients with ostomies,Discuss the complementary and alternative medicine used in GI diseases.,Describe the specific laboratory tests and other diagnostic tests used in the diagnosis and monitoring of the conditions of primary focus.,"Apply concepts and knowledge of medicinal chemistry, pharmacology and therapeutic principles in selecting and monitoring drug therapy for the conditions of primary focus.",Appreciate the interdisciplinary approach to management of the condition,Identify ethical issues surrounding treatment of the conditions of primary focus,Identify the role and the responsibility of the pharmacist within the course of the disease state and its therapy.,Identify applicable health system resources.,Identify actual and potential drug-related problems relating to the conditions of focus and in patient cases.,Discuss monitoring parameters for each of the disease of focus,"Select appropriate treatment for special groups (pediatrics, elderly, pregnancy)",Utilize self-directed learning abilities.,"Utilize an evidence-based approach to the therapeutic management of the conditions of primary focus, including use of drug, non-drug and complementary and alternative medicines.",Develop an appreciation of the interdisciplinary nature of patient care.,Accept responsibility for keeping abreast of emerging technologies and drugs.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHARM 314 (Fall 2017 LAB LEC SEM),PHARM 314 Fa17 - HLTH PROF-COMMUNICATION I Combined LAB LEC SEM Fa17,2017,Fall,Cross Listed Courses,"Pharmacy Practice,, Behavioural, Social and Administrative Sciences, BSc in Pharmacy, 1st year",1,Chowdhury Farhana Faruquee,,6,24,Describe the impact of communication in health and health care ,Explain the importance of communication in the practice of pharmacy,Explain the link between effective communication skills and patient care ,Understand the importance of listening,Understand the meaning of a patient-centred care,Understand the impact of empathetic responding in patient-provider interactions ,"Recognize the difference between aggressive, passive, and assertive communication ",Define a medication experience,Describe the importance of a patient'sâ€™ medication experience,Describe the health care experiences of low-literacy patients,Discuss health literacy and medication ,Review techniques to improve communication with low-literacy patients,Identify different types of question asking,Discuss the link between reflection and lifelong learning ,Identify appropriate uses of social media in health care,Demonstrate effective public speaking and presentation skills,Write in a clear and concise manner using the rules of grammar and punctuation,Work effectively in groups,Offer and receive constructive feedback,Demonstrate professional communication,Critically reflect on communication in patient care,Tailor communication to specific contexts and audiences,Write data section of a clinical documentation note after a standardized patient encounter,Introduce self and identify patient,Use small talk to establish rapport,Solicit the full patient agenda ,Use appropriate question style,Use active listening skills to explore the patient experience and concerns,Gather sufficient information to evaluate medication appropriateness,"Identify and name patient feelings (i.e., empathetic responding) ",Demonstrate effective non-verbal communication skills,Establish flow and organization in a patient encounter,Display confidence in a patient encounter,Appreciate the patientâ€™s experience and perspective in health care ,Accept responsibility for communicating professionally through both student and professional career ,Value reflection and its role in lifelong learning,,,,,,,,,,,,,,,,,,,,,,
PHARM 430A (Fall 2017 LAB LEC),PHARM 430A Fa17 - COMPREHENSIVE PATIENT ASSESS 2 Combined LAB LEC Fa17,2017,Fall,Cross Listed Courses,"Pharmacy Practice,, Behavioural, Social and Administrative Sciences, BSc in Pharmacy, 3rd year",3,"Candace Necyk, Teri Charrois, Gillian Johnson",,6,38,Describe the standards of practice guiding administration of drugs by injection.,Describe a system for administering and recording injections.," Describe the principles of asepsis (e.g. handwashing, use of gloves, preparing injectable drugs, preparing injection site, injecting medications and vaccines, disposing of syringe/needle andswabs).",Describe criteria used to select an appropriate needle and syringe for injections/immunizations,Describe how to withdraw medication from an ampoule/vial,Describe the principles and steps of the patient care process.,Describe essential elements of clinical documentation.,Discuss the characteristics and importance of the therapeutic relationship with a patient.,Recognize unique aspects of care for minor ailments for pharmacists as compared to management of other medical conditions.,Identify challenges in interprofessional collaboration and strategies to overcome them.,Describe the key steps involved in administering a naloxone injection.,Describe the communication tools and resources available to identify and assist a patient in distress or crisis. ,"Be proficient in expressing empathy towards patients,","Communicate with patients with low health literacy, who are poor historians, who are resistant to care, who are emotional (sad, angry, or unpredictable), who have experienced poor outcomes andwho are at end of life.","Present a complex patient case to a healthcare practitioner audience and practice patient presentation skills with focus on presenting the care plan for in a clear, concise, and logicalmanner.","Be proficient in clinical documentation (data, assessment, plan)",Research and respond to advanced level drug information questions.,Initiate prescription therapy.,Modify prescription therapy based on patient assessment and response.,Apply Chronic Disease Management concepts and encourage patient selfmanagement of chronicdisease.,Identify and resolve Drug Related Problems for patients presenting with multiple conditions.,"Appropriately transfer care of a patient to another pharmacist, including transfers between institutionalandcommunitybasedcare.",Appropriately manage patient care in a patient care team with other health professionals.,Appropriately refer patients to another health care professional.,Administer medications by injections.,Identify a strategy to meet the requirements for obtaining advanced prescribing authorization when eligible.,Complete a patient assessment (building a patient database and elicit relevant information),"Complete a pharmacotherapy workup including drug therapy assessment, interventions, education and monitoring and follow up.",Demonstrate patient-centred communication,Demonstrate evidence-based decision making,Engage in meaningful selfreflection,"Prepare medications for injection; demonstrate location of appropriate sites for various types of injections; and demonstrate appropriate technique when giving intradermal, subcutaneous, and intramuscular injections",Develop an approach to cognitive assessment in the elderly,Function as a team member/leader of an interprofessional team during laboratory group activities,Assume the role of the pharmacist in each of the lab activities and take responsibility and accountability,Display professional attitude as outlined in professionalism expectations,,,,,,,,,,,,,,,,,,,,,,
PHARM 487 (Fall 2017 LEC A1 A2 SEM E1 E2),PHARM 487 Fa17 - PULMONARY Combined LEC SEM Fa17,2017,Fall,Cross Listed Courses,"Therapeutics,, 2nd year",2,Renette Bertholet,,6,29,"Describe the epidemiology, etiology, and risk factors of the conditions of primary focus",Explain the anatomy of respiratory system and relation to function.,"Describe the physiology of respiration including lung volumes, capacities, lung function (gas exchange), ventilation/perfusion, mechanisms of breathing and control of breathing",Describe the principles of medicinal chemistry relevant to the conditions of primary focus,Describe the principles of pharmacology relevant to the conditions of primary focus,Describe the pathophysiology of the conditions of primary focus including clinical presentation and symptomatology and long term health consequences.,Identify drugs and environmental agents that may cause pulmonary adverse events,Describe patterns of response in the respiratory system to drugs and environmental agents that may cause pulmonary adverse events and management approaches.,Explain the effects of drugs used in the management of the conditions of primary focus.,Describe the nature of nicotine dependency and the risks associated with tobacco use,Describe the methods and tools available for assisting motivated patients with smoking cessation,Describe the pharmacokinetics and pharmacodynamics of smoking,Describe the specific laboratory or functional tests used in the diagnosis and monitoring of the conditions of primary focus.,"Describe the therapeutic approach (Clinical Practice Guidelines) incorporating non-pharmacologic and pharmacologic treatments for the prevention, treatment and management of the conditions of primary focus including the use of specific target drugs for condition as well as alternative therapies (dose, route of administration, duration of therapy, monitoring parameters for efficacy and toxicity)",Describe and manage the toxicity of medications used in the management of the conditions of primary focus.,Identify the role and the responsibility of the pharmacist within the course of the disease state and its therapy,"Select and monitor drug therapy for the conditions of primary focus by applying concepts and knowledge of medicinal chemistry, pharmacology, pharmacokinetics and therapeutic principles.","Design pharmaceutical care plans including alternatives (drug, non-drug, referral, reassurance), recommendations, implementation, monitoring and follow-up for patients with the conditions of primary focus.",Identify actual and potential drug-related problems relating to conditions of primary focus in various patient cases.,Identify clinically significant drug interactions with drugs used to treat the conditions of primary focus.,Notice signs that require patients to be triaged from a community setting to receive medical attention as appropriate.,Identify when to inform physicians and caregivers if there are danger signs apparent in the assessment.,"Counsel on the use of inhalers, and devices (valved holding chambers and peak flow meters).","Select appropriate treatment for special groups (pediatrics, elderly, pregnancy, lactation).",Critically evaluate the appropriateness and reliability of information from literature resources,"Using an evidence-based approach, synthesize information gained from various literature resources to solve problems or make recommendations for the therapeutic management of the conditions of focus.","Develop a caring, empathetic attitude for patients experiencing the conditions covered.","Exemplify professionalism throughout all course activities by adhering to professionalism standards outlined in the course, the ACP and university policies",Develop an appreciation of the interdisciplinary nature of patient care,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHARM 330A (Fall 2017 LAB D1 D2 LEC C1),PHARM 330A Fa17 - COMPREHENSIVE PATIENT ASSESS 1 Combined LAB LEC Fa17,2017,Fall,Cross Listed Courses,"Pharmacy Practice,, Behavioural, Social and Administrative Sciences, BSc in Pharmacy, 2nd year",3,"Renette Bertholet, Theresa Charrois, Gillian Johnson",,6,35,"Understand the process of medication reconciliation and seamless care, and how it applies to transitions of care",Describe the steps of a minor ailments assessment and assess when to refer a patient,Differentiate the scope of practice of pharmacists and pharmacy technicians,Describe the principles of shared decision making (SDM) ,Explain the purpose and place of patient decision aids,Understand language that is appropriate for explaining risk/benefit to patients,Describe the differences in case presentation formats,Demonstrate an understanding of the standards of practice regarding: (a) acting professionally (standards 1 and 2); (b) considering appropriate information (standard 3); (c) determining the appropriateness of a prescription (standard 6); (d) adaptation of prescriptions (standards 11 and 12); (e) dispensing a prescription (standard 7); and (f) documentation (standard 18),"Apply the patient care process to patients presenting to a community pharmacy and hospital setting including: create a patient database by gathering appropriate patient related information; assess a patient for an allergy, drug intolerance or adverse effect; assess a patient's relevant physical findings in order to evaluate drug therapy; assess a patient for non-adherence and develop a plan; identify, resolve and monitor patients with drug-related problems; determine appropriateness to adapt prescriptions, recommend changes to therapy, initiate therapy for minor ailments, and/or refer to physicians; prioritize drug-related problems; and, provide rationale for clinical decision-making","Educate patients and caregivers on safe, effective and appropriate medication use, health and wellness, medication administration, self-care, home health-care equipment and health-monitoring devices",Demonstrate the principles of evidence based clinical practice to solve drug therapy and health-related issues,Locate and apply appropriate tertiary literature in response to a clinical question,Identify and report an adverse drug reaction,Demonstrate the mastery of a skill by teaching another HCP how to properly use and counsel of respiratory devices; and prepare an outline for teaching physiotherapy students,"Demonstrate effective written communication skills when communicating with patients, caregivers and other HCP; documenting patient care activities; and when responding to drug information questions. ",Demonstrate effective written communication when using a DAP note or care plan; in preparing a patient decision-aid; and in preparing a discharge prescription,"Demonstrate effective verbal communication skills when: conducting patient interviews, interacting with pharmacy colleagues and other HCP, communicating recommendations and rationale to patients and other HCP","Demonstrate effective verbal communication skills when: presenting a case to other health-care professionals; presenting an article using journal club format; engaging in shared decision making discussion; and, engaging in risk/benefit discussions of therapeutic alternatives","Complete a medication reconciliation for ensuring continuity of patient care during admission, discharge and transition between facilities","Apply the standards of practice, laws and regulations governing pharmacy practice in community pharmacy including: interpreting and processing prescription orders, assessing prescriptions for appropriateness, integrating the drug use process and the patient care process (reviewing, processing and checking prescriptions), applying basic pharmaceutical math to the drug use process, and discussing ethical issues and professionalism", ,FunctionÂ asÂ aÂ teamÂ member/leaderÂ ofÂ anÂ interprofessionalÂ teamÂ duringÂ laboratoryÂ groupÂ activities,AssumeÂ theÂ roleÂ ofÂ theÂ pharmacistÂ inÂ eachÂ ofÂ theÂ labÂ activitiesÂ andÂ takeÂ responsibilityÂ and accountability,DisplayÂ aÂ professionalÂ attitudeÂ asÂ outlinedÂ inÂ professionalismÂ expectations,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHARM 447 (Fall 2017 LEC A1 A2 SEM E1 E2),PHARM 447 Fa17 - PSYCHIATRY Combined LEC SEM Fa17,2017,Fall,Cross Listed Courses,"Pharmacy Practice,, BSc in Pharmacy, 3rd year",2,Candace Necyk,,3,24,"Outline the epidemiology, etiology and pathophysiology of the mental health conditions covered.","Describe the risk factors, clinical presentation, and assessment parameters (signs and symptoms, laboratory values/tests, physical findings and diagnostic measurements) of the conditions covered.","Explain the mechanism of action, pharmacokinetic principles, clinical effect(s), and adverse effects and drug interactions for the medication classes covered.","Describe the therapeutic approach to managing the conditions covered, including: guideline recommendations and clinical targets, pharmacological (dose, duration of therapy, monitoring parameters), non-pharmacological treatments, and CAM.",Describe the role of therapeutic drug monitoring for selected medications in the provision of patient care.,Outline the economic and health policy issues as they relate to mental health conditions.,Identify ethical issues in the management of mental health conditions.,"Conduct a patient assessment using relevant data from the patient history, review of systems, laboratory tests, diagnostic imaging and medication history in order to provide patient care.",Identify and locate sources of information needed to provide patient care.,"Develop a therapeutic and monitoring plan, taking into consideration patient factors, efficacy, toxicity, cost, route of administration, etc."," Apply principles of therapeutic drug monitoring to deliver patient care, taking into consideration health system and economic factors.",Manage clinically significant drug interactions with drugs used to treat the psychiatric conditions covered.,Utilize an evidence based approach to therapeutic management of the psychiatric conditions covered.,Evaluate and apply information from literature and other resources to provide patient care.,Utilize independent and collaborative approaches to learning.,"Develop a caring, empathic attitude for patients experiencing the conditions covered.",Develop an appreciation of the interdisciplinary nature of patient care.,Develop lifelong learning skills that will enable maintenance of competence through keeping abreast of emerging technologies and drugs.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHARM 347 (Fall 2017 LEC A1 SEM E1),PHARM 347 Fa17 - HEMATOLOGY Combined LEC SEM Fa17,2017,Fall,Cross Listed Courses,"Therapeutics,, BSc in Pharmacy, 2nd year",1,Dr. Paul Jurasz,,3,15,"Describe the epidemiology, etiology, and risk factors of the conditions of primary focus.",Explain the anatomy of blood supply and the lymphatic system of the human.,"Discuss the physiology of the blood supply and lymphatic system including the composition and properties of blood, blood groups and selected functions of blood.","Describe the pathophysiology of the conditions of primary focus, including clinical presentation and symptomatology and long term health consequences.",Explain the effects of drugs used in the management of the conditions of primary focus.,Describe the specific laboratory tests used in the diagnosis and monitoring of the conditions of primary focus.,"Describe the therapeutic approach incorporating non-pharmacologic and pharmacologic treatments including use of specific target drugs for condition as well as alternative therapies (dose, route of administration, length of therapy, monitoring parameters)","Describe the mechanisms, efficacy, side effect profiles and role of each of the following drugs or drug classes: i. Anticoagulants ii. Antiplatelets iii. Fibrinolytics iv. Antifibrinolytics v. Stimulating Factors vi. Iron products",Identify ethical issues surrounding treatment of the conditions of primary focus.,Identify the role and the responsibility of the pharmacist within the course of the disease state and its therapy.,Identify applicable health system resources,Apply concepts and knowledge of pharmacology and therapeutic principles in selecting and monitoring drug therapy for the management of the conditions of primary focus.,Apply pharmacokinetic and pharmacodynamic principles to the treatment of the conditions of primary focus.,Manage clinically significant drug interactions with drugs used to treat the conditions of primary focus.,"Select appropriate treatment for special groups (pediatrics, elderly, pregnancy, lactation).","Recognize the integration of knowledge of therapeutics with medicinal chemistry and pharmacology required to develop rational treatment decisions for therapy, evaluation and monitoring",Utilize an evidence based approach to therapeutic management of the conditions of primary focus.,Identify and locate sources of information needed to solve drug related problems,Critically evaluate the appropriateness and reliability of information from literature resources,Utilize self-directed learning abilities,"Develop a caring, empathic attitude for patients experiencing anemia and thrombosis.",Accept responsibility for keeping abreast of emerging technologies and drugs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
