Short Name,Full Name,Faculty,Category,Instructors,TAs,Session title,Section,Location,Guest teacher,Type,length,Date,Teaching strategy,Instruction type,topics,Specific objectives,Course Outcomes: all,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHARM 367 (Winter 2016 LEC B1 B2),PHARM 367 Wi16 - CARDIOLOGY Combined LEC Wi16,Cross Listed Courses,"Therapeutics,",John Seubert,,Seminar 4 - Arrhythmia,,MSB 231,,lecture,110 minutes,2016-03-30,Direct Lecture,,,,Describe the pathophysiology of the conditions of primary focus including clinical presentation and symptomatology and long term health consequences.,"Explain various basic cardiovascular measurements including: Heart sounds, Blood Pressure, Heart Rate, CXR, ECG, Ejection fraction","Describe medicinal chemistry, pharmacology and therapeutic principles applicable to selecting and monitoring drug therapy for the management of the conditions of primary focus.",Describe pharmacokinetic and pharmacodynamic principles applicable to the treatment of the conditions of primary focus.,Explain the effects of drugs used in the management of the conditions of primary focus.,Describe the specific laboratory tests used in the diagnosis and monitoring of the conditions of primary focus,"Describe the therapeutic approach incorporating non-pharmacologic and pharmacologic treatments of the conditions of primary focus including use of specific target drugs for condition as well as alternative therapies (dose, route of administration, length of therapy, monitoring parameters)",Describe how to manage the toxicity of cardiac medications,Describe the societal and economic impact of the conditions of primary focus,Identify ethical issues surrounding treatment of the conditions of primary focus,Identify the role and the responsibility of the pharmacist within the course of the disease state and its therapy.,Identify applicable health system resources,Obtain a relevant history from a patient,Review the presenting signs and symptoms of the conditions of primary focus and describe criteria used to make the diagnosis and to be able to relate the severity of the disease,"Discuss the therapeutic options with patient, including risks and benefits, and medication and alternative therapy choices",Apply and demonstrate appropriate counseling and communication with patients,Follow appropriate monitoring parameters,Recommend appropriate changes to therapy based on patient outcomes and monitoring parameters,"Design pharmaceutical care plans including alternatives (drug, non-drug, referral, reassurance), recommendations, implementation, monitoring and follow up for patients with the conditions of primary focus.",Identify actual and potential drug related problems relating the conditions of primary focus and in various patient cases.,Manage clinically significant drug interactions with drugs used to treat the conditions of primary focus.,"Make rational, safe and effective drug treatment decisions for therapy, evaluation and monitoring based on an integrated knowledge of therapeutics, medicinal chemistry, and pharmacology.",Utilize an evidence-based approach to therapeutic management of the conditions of primary focus.,Identify and locate sources of information needed to solve drug related problems.,Critically evaluate the appropriateness and reliability of information from literature resources.,Synthesize information gained from various literature resources to solve problems or make recommendations.,Develop and practice skills for measuring blood pressure and heart rate.,Utilize self-directed learning abilities.,Work effectively in a healthcare team.,"Develop a caring, empathic attitude for patients experiencing the conditions of primary focus.",Develop an appreciation of the interdisciplinary nature of patient care.,Accept responsibility for keeping abreast of emerging technologies and drug,,,,,,,,,,,,,
PHARM 367 (Winter 2016 LEC B1 B2),PHARM 367 Wi16 - CARDIOLOGY Combined LEC Wi16,Cross Listed Courses,"Therapeutics,",John Seubert,,Peripheral Vascular Disease,,MSB 231,Walter,lecture,110 minutes,2016-04-04,Direct Lecture,,,,Describe the pathophysiology of the conditions of primary focus including clinical presentation and symptomatology and long term health consequences.,"Explain various basic cardiovascular measurements including: Heart sounds, Blood Pressure, Heart Rate, CXR, ECG, Ejection fraction","Describe medicinal chemistry, pharmacology and therapeutic principles applicable to selecting and monitoring drug therapy for the management of the conditions of primary focus.",Describe pharmacokinetic and pharmacodynamic principles applicable to the treatment of the conditions of primary focus.,Explain the effects of drugs used in the management of the conditions of primary focus.,Describe the specific laboratory tests used in the diagnosis and monitoring of the conditions of primary focus,"Describe the therapeutic approach incorporating non-pharmacologic and pharmacologic treatments of the conditions of primary focus including use of specific target drugs for condition as well as alternative therapies (dose, route of administration, length of therapy, monitoring parameters)",Describe how to manage the toxicity of cardiac medications,Describe the societal and economic impact of the conditions of primary focus,Identify ethical issues surrounding treatment of the conditions of primary focus,Identify the role and the responsibility of the pharmacist within the course of the disease state and its therapy.,Identify applicable health system resources,Obtain a relevant history from a patient,Review the presenting signs and symptoms of the conditions of primary focus and describe criteria used to make the diagnosis and to be able to relate the severity of the disease,"Discuss the therapeutic options with patient, including risks and benefits, and medication and alternative therapy choices",Apply and demonstrate appropriate counseling and communication with patients,Follow appropriate monitoring parameters,Recommend appropriate changes to therapy based on patient outcomes and monitoring parameters,"Design pharmaceutical care plans including alternatives (drug, non-drug, referral, reassurance), recommendations, implementation, monitoring and follow up for patients with the conditions of primary focus.",Identify actual and potential drug related problems relating the conditions of primary focus and in various patient cases.,Manage clinically significant drug interactions with drugs used to treat the conditions of primary focus.,"Make rational, safe and effective drug treatment decisions for therapy, evaluation and monitoring based on an integrated knowledge of therapeutics, medicinal chemistry, and pharmacology.",Utilize an evidence-based approach to therapeutic management of the conditions of primary focus.,Identify and locate sources of information needed to solve drug related problems.,Critically evaluate the appropriateness and reliability of information from literature resources.,Synthesize information gained from various literature resources to solve problems or make recommendations.,Develop and practice skills for measuring blood pressure and heart rate.,Utilize self-directed learning abilities.,Work effectively in a healthcare team.,"Develop a caring, empathic attitude for patients experiencing the conditions of primary focus.",Develop an appreciation of the interdisciplinary nature of patient care.,Accept responsibility for keeping abreast of emerging technologies and drug,,,,,,,,,,,,,
PHARM 367 (Winter 2016 LEC B1 B2),PHARM 367 Wi16 - CARDIOLOGY Combined LEC Wi16,Cross Listed Courses,"Therapeutics,",John Seubert,,Cardiotoxicology,,MSB 231,Seubert,lecture,110 minutes,2016-04-06,Direct Lecture,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHARM 387 (LEC B1 Wi16),PHARM 387 PEDIATRICS / GERIATRICS (LEC B1 Wi16),Faculty of Pharmacy and Pharmaceutical Sciences,,Cheryl Sadowski,,Course Introduction Introduction to Assignments Geriatrics Pre-test Demographics,,MSB 227,Sadowski,lecture,50 minutes,2016-01-04,Direct Lecture,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHARM 387 (LEC B1 Wi16),PHARM 387 PEDIATRICS / GERIATRICS (LEC B1 Wi16),Faculty of Pharmacy and Pharmaceutical Sciences,,Cheryl Sadowski,,"Challenges of Pediatric Practice; developmental stages (communication) , presentation of illness, dosing, administration (oral, parenteral and topical), availability of medications, adherence, counseling Assessment of Newborn/Basic neonatal care Pediatric age groups; prems, newborns, infants, toddlers, children, adolescents Physiologic differences in children; Impact on PK/PD Terminology of gestation and birthweight Prematurity and birthweight- implications (dosing)",,MSB 227,Gukert,lecture,80 minutes,2016-01-19,Direct Lecture,,,,"Identify and discuss some of the challenges involved in treating the pediatric population; including communication strategies, presentation of illness and the management and administration of medications to infants and children.",Discuss the importance of medication safety and identify measures used to ensure safe medication practices,Review pediatric toxicology and discuss preventative interventions that pharmacists can promote to patients or utilize in their practice to minimize pediatric toxicological poisonings or incidences.,Discuss basic neonatal care and challenges including premature birth.,Explain how pharmacokinetic parameters are different in infants and children versus adults.,"Explain the significant differences in physiologic parameters between adolescents, children, toddlers and infants; including premature babies, and neonates",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHARM 387 (LEC B1 Wi16),PHARM 387 PEDIATRICS / GERIATRICS (LEC B1 Wi16),Faculty of Pharmacy and Pharmaceutical Sciences,,Cheryl Sadowski,,Cultural Diversity,,MSB 227,Sadowski/Gukert/Waugh,seminar,170 minutes,2016-01-19,Direct Lecture,,,,"Describe the role that culture, religion, and ethnicity may play in health and decision making.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHARM 387 (LEC B1 Wi16),PHARM 387 PEDIATRICS / GERIATRICS (LEC B1 Wi16),Faculty of Pharmacy and Pharmaceutical Sciences,,Cheryl Sadowski,,Gerontology Caregiving Physiologic changes with aging,,MSB 227,Sadowski,lecture,50 minutes,2016-01-06,Direct Lecture,,,,Describe the physiologic alterations associated with normal aging that modify drug response in the elderly patient.,Contrast how a geriatric syndrome is different than a disease state.,List the common geriatric syndromes.,"Develop a caring, empathic attitude for and response to pediatric and geriatric patients","Develop an appreciation of the comprehensive, interdisciplinary nature of patient care for children and older adults",Appreciate the challenges related to decision making and advocacy in grey areas of clinical practice and health.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHARM 387 (LEC B1 Wi16),PHARM 387 PEDIATRICS / GERIATRICS (LEC B1 Wi16),Faculty of Pharmacy and Pharmaceutical Sciences,,Cheryl Sadowski,,Pharmacokinetics Pharmacodynamics High risk medications in the elderly,,MSB 227,Sadowski,lecture,80 minutes,2016-01-07,Direct Lecture,,,,"Describe the pharmacokinetic and pharmacodynamic changes associated with aging, and apply the principles to medications commonly used in geriatrics.",Identify medications that are considered inappropriate or high risk in older adults and explain why they are inappropriate or high risk.,Describe how criteria were developed to classify medications as appropriate or inappropriate in seniors.,Define polypharmacy and underutilization in terms of medications in seniors.,Use tools to assess medication appropriateness and medication management in seniors.,Apply applicable pharmacokinetic parameters to monitor patients and assess appropriate use of medications.,Apply knowledge and skills to establish safe and effective drug use.,Identify and be able to recommend aids to assist in medication management and administration.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHARM 387 (LEC B1 Wi16),PHARM 387 PEDIATRICS / GERIATRICS (LEC B1 Wi16),Faculty of Pharmacy and Pharmaceutical Sciences,,Cheryl Sadowski,,Geriatrics â€“ Home care,,MSB 227,Haggarty/Featherstone,seminar,110 minutes,2016-01-08,Direct Lecture,,,,Describe the role of the pharmacist in working with home care.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHARM 387 (LEC B1 Wi16),PHARM 387 PEDIATRICS / GERIATRICS (LEC B1 Wi16),Faculty of Pharmacy and Pharmaceutical Sciences,,Cheryl Sadowski,,Medication problems in the elderly Evidence base/research,,MSB 227,Sadowski,lecture,50 minutes,2016-01-08,Direct Lecture,,,,Describe the challenges of providing care in a population with limited evidence.,Contrast the presentation of adverse events in the elderly compared to the young adult.,Utilize when available an evidence based approach to therapeutic management of pediatric and geriatric patients.,"Develop a caring, empathic attitude for and response to pediatric and geriatric patients","Develop an appreciation of the comprehensive, interdisciplinary nature of patient care for children and older adults",Appreciate the challenges related to decision making and advocacy in grey areas of clinical practice and health.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHARM 387 (LEC B1 Wi16),PHARM 387 PEDIATRICS / GERIATRICS (LEC B1 Wi16),Faculty of Pharmacy and Pharmaceutical Sciences,,Cheryl Sadowski,,Communications â€“ Hearing impairment,,MSB 227,Cindy Gordon,lecture,50 minutes,2016-01-11,Direct Lecture,,,,Identify methods of appropriately communicating with older adults who are hard of hearing.,"Develop a caring, empathic attitude for and response to pediatric and geriatric patients","Develop an appreciation of the comprehensive, interdisciplinary nature of patient care for children and older adults",Appreciate the challenges related to decision making and advocacy in grey areas of clinical practice and health.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHARM 387 (LEC B1 Wi16),PHARM 387 PEDIATRICS / GERIATRICS (LEC B1 Wi16),Faculty of Pharmacy and Pharmaceutical Sciences,,Cheryl Sadowski,,Adverse drug events Manifestations of toxicity in the elderly,,MSB 227,Sadowski,lecture,80 minutes,2016-01-12,Direct Lecture,,,,Define polypharmacy and underutilization in terms of medications in seniors.,Contrast the presentation of adverse events in the elderly compared to the young adult.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHARM 387 (LEC B1 Wi16),PHARM 387 PEDIATRICS / GERIATRICS (LEC B1 Wi16),Faculty of Pharmacy and Pharmaceutical Sciences,,Cheryl Sadowski,,Geriatrics â€“ Abuse,,MSB 227,Elder Abuse Intervention Team,seminar,110 minutes,2016-01-13,Direct Lecture,,,,Categorize the types of abuse commonly suffered by seniors.,Describe the role of the pharmacist in reducing elder abuse.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHARM 387 (LEC B1 Wi16),PHARM 387 PEDIATRICS / GERIATRICS (LEC B1 Wi16),Faculty of Pharmacy and Pharmaceutical Sciences,,Cheryl Sadowski,,Geriatric Syndromes Falls,,MSB 227,Sadowski,lecture,50 minutes,2016-01-13,Direct Lecture,,,,Describe the impact of falls on the senior population.,Identify risk factors for falls in older individuals.,Describe appropriate interventions for falls.,Contrast how a geriatric syndrome is different than a disease state.,List the common geriatric syndromes.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHARM 387 (LEC B1 Wi16),PHARM 387 PEDIATRICS / GERIATRICS (LEC B1 Wi16),Faculty of Pharmacy and Pharmaceutical Sciences,,Cheryl Sadowski,,Geriatric assessment Communication issues for older adults; Resources,,MSB 227,Sadowski,lecture,80 minutes,2016-01-14,Direct Lecture,,,,Identify methods of appropriately communicating with older adults who are hard of hearing.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHARM 387 (LEC B1 Wi16),PHARM 387 PEDIATRICS / GERIATRICS (LEC B1 Wi16),Faculty of Pharmacy and Pharmaceutical Sciences,,Cheryl Sadowski,,"Pediatrics Introduction Demographics and Determinants Evolution of Pediatric Practice; Current Trends and Practice/ Approach to Pediatric Care Ethical Challenges: research, caregiver issues, use of CAM",,MSB 227,Gukert,lecture,50 minutes,2016-01-15,Active Learning,,,,"Explain the demographics of the pediatric population in society, and explain how that may impact our role as pharmacists. (e.g. improvement of childhood illnesses, trend towards chronic disease management)","Identify and discuss some of the challenges involved in treating the pediatric population; including communication strategies, presentation of illness and the management and administration of medications to infants and children.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHARM 387 (LEC B1 Wi16),PHARM 387 PEDIATRICS / GERIATRICS (LEC B1 Wi16),Faculty of Pharmacy and Pharmaceutical Sciences,,Cheryl Sadowski,,Pediatrics Abuse,,MSB 227,Dibden,lecture,50 minutes,2016-01-22,Direct Lecture,,,,"Describe the various forms of pediatric abuse and discuss the Child, Youth and Family Enhancement Act and the responsibilities that are associated with the Act",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHARM 387 (LEC B1 Wi16),PHARM 387 PEDIATRICS / GERIATRICS (LEC B1 Wi16),Faculty of Pharmacy and Pharmaceutical Sciences,,Cheryl Sadowski,,"Pediatric Toxicology/Medication Safety (Reyes Syndrome, Grey Baby Syndrome, Codeine, Cough and Cold remedies) Safe medication practices; - strategies for systemic safety - preventative measures to minimize poisonings",,MSB 227,Gukert,lecture,50 minutes,2016-01-20,Direct Lecture,,,,Review pediatric toxicology and discuss preventative interventions that pharmacists can promote to patients or utilize in their practice to minimize pediatric toxicological poisonings or incidences.,Apply knowledge and skills to establish safe and effective drug use.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHARM 387 (LEC B1 Wi16),PHARM 387 PEDIATRICS / GERIATRICS (LEC B1 Wi16),Faculty of Pharmacy and Pharmaceutical Sciences,,Cheryl Sadowski,,"Student assignments â€“ group work, presentation preparation",,MSB 227,Sadowski/Gukert,lecture,80 minutes,2016-01-21,Direct Lecture,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHARM 387 (LEC B1 Wi16),PHARM 387 PEDIATRICS / GERIATRICS (LEC B1 Wi16),Faculty of Pharmacy and Pharmaceutical Sciences,,Cheryl Sadowski,,Student Debates,,MSB 227,Sadowski/Gukert,seminar,110 minutes,2016-01-21,Direct Lecture,,,,Take and defend a position on a controversy related to pediatrics and geriatrics using evidence-based arguments.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHARM 387 (LEC B1 Wi16),PHARM 387 PEDIATRICS / GERIATRICS (LEC B1 Wi16),Faculty of Pharmacy and Pharmaceutical Sciences,,Cheryl Sadowski,,"Clinical Issues in Pediatrics (focus GI); - diarrhea/hydration/vomiting, constipation, - presentation, assessment and management Presentation in pediatrics",,MSB 227,Romanick,lecture,50 minutes,2016-01-25,Direct Lecture,,,,"Identify and discuss appropriate management plans for common pediatric gastrointestinal illnesses (e.g. vomiting, diarrhea, dehydration, colic, and constipation).",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHARM 387 (LEC B1 Wi16),PHARM 387 PEDIATRICS / GERIATRICS (LEC B1 Wi16),Faculty of Pharmacy and Pharmaceutical Sciences,,Cheryl Sadowski,,"Clinical Issues in Pediatrics; presentation , assessment and management - focus respiratory (croup & bronchiolitis) - fever and febrile seizures - colic",,MSB 227,Meyer,lecture,80 minutes,2016-01-26,Direct Lecture,,,,Discuss presentation and treatment for common pulmonary pediatric illnesses; Croup and Bronchiolitis.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHARM 387 (LEC B1 Wi16),PHARM 387 PEDIATRICS / GERIATRICS (LEC B1 Wi16),Faculty of Pharmacy and Pharmaceutical Sciences,,Cheryl Sadowski,,Pediatric Communications and Child Life,,MSB 227,Wolgemuth,lecture,50 minutes,2016-01-27,Direct Lecture,,,,"Develop a caring, empathic attitude for and response to pediatric and geriatric patients","Develop an appreciation of the comprehensive, interdisciplinary nature of patient care for children and older adults",Appreciate the challenges related to decision making and advocacy in grey areas of clinical practice and health.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHARM 387 (LEC B1 Wi16),PHARM 387 PEDIATRICS / GERIATRICS (LEC B1 Wi16),Faculty of Pharmacy and Pharmaceutical Sciences,,Cheryl Sadowski,,Autism,,MSB 227,Reynolds,seminar,110 minutes,2016-01-27,Direct Lecture,,,,Discuss the management and implications involved with a diagnosis of autism.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHARM 387 (LEC B1 Wi16),PHARM 387 PEDIATRICS / GERIATRICS (LEC B1 Wi16),Faculty of Pharmacy and Pharmaceutical Sciences,,Cheryl Sadowski,,"Clinical Issues in Pediatrics Pediatric references; guidelines, equations, tools Review of age appropriate references for dosing, formulations and recipes",,MSB 227,Meyer,lecture,50 minutes,2016-01-29,Direct Lecture,,,,Discuss the importance of medication safety and identify measures used to ensure safe medication practices,Apply knowledge and skills to establish safe and effective drug use.,Utilize when available an evidence based approach to therapeutic management of pediatric and geriatric patients.,Identify sources of information needed to solve drug related problems specific to the populations being studied.,Identify and be able to recommend aids to assist in medication management and administration.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHARM 387 (LEC B1 Wi16),PHARM 387 PEDIATRICS / GERIATRICS (LEC B1 Wi16),Faculty of Pharmacy and Pharmaceutical Sciences,,Cheryl Sadowski,,Introductory Geriatrics ,,MSB 227,Sadowski,lecture,80 minutes,2016-01-05,Direct Lecture,,,,"Explain the demographics of aging, and how that may impact society and the healthcare system.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHARM 499 (LEC B1 Wi16),PHARM 499 WOMEN'S & MEN'S HEALTH (LEC B1 Wi16),Faculty of Pharmacy and Pharmaceutical Sciences,,NesÃ© Yuksel,,Hormonal Contraception conâ€™t,,MSB 227,Dr. NesÃ© Yuksel,lecture,50 minutes,2016-03-09,Direct Lecture,,,,"Describe the epidemiology, etiology, and risk factors of the conditions of focus (see list above).","Describe the pathophysiology of the conditions of focus including clinical presentation, symptomatology and health consequences.",Discuss the methods of contraception available for men and women and describe the efficacy of each.,"Apply concepts and knowledge of medicinal chemistry, pharmacology and therapeutic principles in selecting and monitoring drug therapy for the management of the conditions of focus.",Apply pharmacokinetic and pharmacodynamic principles to the treatment of the conditions of focus.,Identify actual and potential drug related problems relating to the conditions of focus and in patient cases.,"Discuss alternatives (drug, non-drug), recommendations, implementation, monitoring and follow up for patients with the conditions of focus.","Utilize an evidence based approach to the therapeutic management of the conditions of primary focus, including use of drug, non-drug and complementary and alternative medicines.",Discuss monitoring parameters for each of the disease of focus.,Utilize self-directed learning abilities.,Develop an appreciation of the interdisciplinary nature of patient care.,Accept responsibility for keeping abreast of emerging technologies and drugs.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHARM 499 (LEC B1 Wi16),PHARM 499 WOMEN'S & MEN'S HEALTH (LEC B1 Wi16),Faculty of Pharmacy and Pharmaceutical Sciences,,NesÃ© Yuksel,,Emergency Contraception,,MSB 227,Oksana Dacko/Dr. Nese Yuksel,lecture,50 minutes,2016-03-14,Direct Lecture,,,,Discuss the methods of contraception available for men and women and describe the efficacy of each.,Identify actual and potential drug related problems relating to the conditions of focus and in patient cases.,Develop an appreciation of the interdisciplinary nature of patient care.,Accept responsibility for keeping abreast of emerging technologies and drugs.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHARM 499 (LEC B1 Wi16),PHARM 499 WOMEN'S & MEN'S HEALTH (LEC B1 Wi16),Faculty of Pharmacy and Pharmaceutical Sciences,,NesÃ© Yuksel,,Menopause 2: Management of Symptoms/Hormone Therapy,,MSB 227,Dr. NesÃ© Yuksel,lecture,50 minutes,2016-03-18,Direct Lecture,,,,"Describe the epidemiology, etiology, and risk factors of the conditions of focus (see list above).","Describe the pathophysiology of the conditions of focus including clinical presentation, symptomatology and health consequences.",Describe the medicinal chemistry and therapeutic principles in selecting and monitoring drug therapy for the management of the conditions of focus.,Describe pharmacokinetic and pharmacodynamic principles to the treatment of the conditions of focus.,"Describe the pharmacology, including mechanisms, efficacy, toxicology, side effect profiles, and role of each for the drugs and drug classes associated with the conditions of focus.",Describe the specific laboratory tests used in the diagnosis and monitoring of the conditions of focus.,"Describe the therapeutic approach incorporating non-pharmacologic and pharmacologic treatments of the conditions of focus including use of specific target drugs for condition as well as alternative therapies (dose, route of administration, length of therapy, monitoring parameters).",Discuss the role of Complementary and Alternative Medicines (CAM) for womens and mens health and describe the efficacy.,Discuss the methods of contraception available for men and women and describe the efficacy of each.,Describe the societal and economic impact of the conditions of focus.,Identify ethical issues surrounding treatment of the conditions of focus.,Describe the role and the responsibility of the pharmacist within the course of the  state and its therapy.,Identify applicable health system resources.,"Apply concepts and knowledge of medicinal chemistry, pharmacology and therapeutic principles in selecting and monitoring drug therapy for the management of the conditions of focus.",Apply pharmacokinetic and pharmacodynamic principles to the treatment of the conditions of focus.,Identify actual and potential drug related problems relating to the conditions of focus and in patient cases.,"Discuss alternatives (drug, non-drug), recommendations, implementation, monitoring and follow up for patients with the conditions of focus.","Utilize an evidence based approach to the therapeutic management of the conditions of primary focus, including use of drug, non-drug and complementary and alternative medicines.",Discuss monitoring parameters for each of the disease of focus.,Utilize self-directed learning abilities.,Develop an appreciation of the interdisciplinary nature of patient care.,Accept responsibility for keeping abreast of emerging technologies and drugs.,,,,,,,,,,,,,,,,,,,,,,,
PHARM 499 (LEC B1 Wi16),PHARM 499 WOMEN'S & MEN'S HEALTH (LEC B1 Wi16),Faculty of Pharmacy and Pharmaceutical Sciences,,NesÃ© Yuksel,,Treatment of Infertility /Pregnancy and Ovulation Testing,,MSB 227,Dr. NesÃ© Yuksel,lecture,80 minutes,2016-03-31,Direct Lecture,,,,"Describe the epidemiology, etiology, and risk factors of the conditions of focus (see list above).","Describe the pathophysiology of the conditions of focus including clinical presentation, symptomatology and health consequences.",Describe the medicinal chemistry and therapeutic principles in selecting and monitoring drug therapy for the management of the conditions of focus.,Describe pharmacokinetic and pharmacodynamic principles to the treatment of the conditions of focus.,"Describe the pharmacology, including mechanisms, efficacy, toxicology, side effect profiles, and role of each for the drugs and drug classes associated with the conditions of focus.",Describe the specific laboratory tests used in the diagnosis and monitoring of the conditions of focus.,"Describe the therapeutic approach incorporating non-pharmacologic and pharmacologic treatments of the conditions of focus including use of specific target drugs for condition as well as alternative therapies (dose, route of administration, length of therapy, monitoring parameters).",Discuss the role of Complementary and Alternative Medicines (CAM) for womens and mens health and describe the efficacy.,Discuss the methods of contraception available for men and women and describe the efficacy of each.,Describe the societal and economic impact of the conditions of focus.,Identify ethical issues surrounding treatment of the conditions of focus.,Describe the role and the responsibility of the pharmacist within the course of the  state and its therapy.,"Apply concepts and knowledge of medicinal chemistry, pharmacology and therapeutic principles in selecting and monitoring drug therapy for the management of the conditions of focus.",Apply pharmacokinetic and pharmacodynamic principles to the treatment of the conditions of focus.,Identify actual and potential drug related problems relating to the conditions of focus and in patient cases.,"Discuss alternatives (drug, non-drug), recommendations, implementation, monitoring and follow up for patients with the conditions of focus.","Utilize an evidence based approach to the therapeutic management of the conditions of primary focus, including use of drug, non-drug and complementary and alternative medicines.",Discuss monitoring parameters for each of the disease of focus.,Utilize self-directed learning abilities.,Develop an appreciation of the interdisciplinary nature of patient care.,Accept responsibility for keeping abreast of emerging technologies and drugs.,,,,,,,,,,,,,,,,,,,,,,,,
PHARM 499 (LEC B1 Wi16),PHARM 499 WOMEN'S & MEN'S HEALTH (LEC B1 Wi16),Faculty of Pharmacy and Pharmaceutical Sciences,,NesÃ© Yuksel,,Treatment Issues in Pregnancy,,MSB 227,Dr. Peter Mitchell,lecture,80 minutes,2016-04-05,Direct Lecture,,,,"Describe the epidemiology, etiology, and risk factors of the conditions of focus (see list above).","Describe the pathophysiology of the conditions of focus including clinical presentation, symptomatology and health consequences.",Describe the medicinal chemistry and therapeutic principles in selecting and monitoring drug therapy for the management of the conditions of focus.,Describe pharmacokinetic and pharmacodynamic principles to the treatment of the conditions of focus.,"Describe the pharmacology, including mechanisms, efficacy, toxicology, side effect profiles, and role of each for the drugs and drug classes associated with the conditions of focus.",Describe the specific laboratory tests used in the diagnosis and monitoring of the conditions of focus.,"Describe the therapeutic approach incorporating non-pharmacologic and pharmacologic treatments of the conditions of focus including use of specific target drugs for condition as well as alternative therapies (dose, route of administration, length of therapy, monitoring parameters).",Discuss the role of Complementary and Alternative Medicines (CAM) for womens and mens health and describe the efficacy.,Discuss the methods of contraception available for men and women and describe the efficacy of each.,Describe the societal and economic impact of the conditions of focus.,Identify ethical issues surrounding treatment of the conditions of focus.,Describe the role and the responsibility of the pharmacist within the course of the  state and its therapy.,Identify applicable health system resources.,"Apply concepts and knowledge of medicinal chemistry, pharmacology and therapeutic principles in selecting and monitoring drug therapy for the management of the conditions of focus.",Apply pharmacokinetic and pharmacodynamic principles to the treatment of the conditions of focus.,Identify actual and potential drug related problems relating to the conditions of focus and in patient cases.,"Discuss alternatives (drug, non-drug), recommendations, implementation, monitoring and follow up for patients with the conditions of focus.","Utilize an evidence based approach to the therapeutic management of the conditions of primary focus, including use of drug, non-drug and complementary and alternative medicines.",Discuss monitoring parameters for each of the disease of focus.,Utilize self-directed learning abilities.,Develop an appreciation of the interdisciplinary nature of patient care.,Accept responsibility for keeping abreast of emerging technologies and drugs.,,,,,,,,,,,,,,,,,,,,,,,
